Problem,Solution,Answer
"효근, 석기, 가영 세 사람의 몸무게의 합은 106킬로그램(㎏) 600그램(g)입니다. 가영이는 석기보다 7킬로그램(㎏) 700그램(g) 더 가볍고, 석기는 효근이보다 4.8킬로그램(㎏) 더 가볍습니다. 효근이의 몸무게는 몇 킬로그램(㎏)입니까?",106 600 1000 [OP_DIV] [OP_ADD] 7 700 1000 [OP_DIV] [OP_ADD] [OP_ADD] 4.8 2 [OP_MUL] [OP_ADD] 3 [OP_DIV],41.3
미주는 모둠 활동에 참여한 첫째 날 11명의 친구들을 새로 만나서 악수를 하였습니다. 미주와 친구들이 서로 한 번씩 악수를 하였다면 악수는 모두 몇 번 하였습니까?,11 1 [OP_ADD] 11 [OP_MUL] 2 [OP_DIV],66
서준이와 친구들은 과수원에서 사과를 100개 땄습니다. 그중에서 서준이가 11개를 가졌다면 서준이가 가진 사과는 전체 사과의 얼마인지 소수로 나타내시오.,11 100 [OP_DIV],0.11
똑같은 책 14 권이 들어 있는 가방의 무게는 11.14킬로그램(㎏) 입니다. 빈 가방의 무게가 0.5킬로그램(㎏) 이라면 책 한 권의 무게는 몇 킬로그램(㎏)입니까?,11.14 0.5 [OP_SUB] 14 [OP_DIV],0.76
한 개의 무게가 0.36킬로그램(㎏) 인 배가 30 개 들어 있는 바구니의 무게는 11.26킬로그램(㎏) 입니다. 바구니만의 무게는 몇 킬로그램(㎏) 입니까?,11.26 0.36 30 [OP_MUL] [OP_SUB],0.46
똑같은 동화책 12권이 들어있는 상자의 무게를 재어 보니 11.48킬로그램(㎏)이었습니다. 이 상자에서 동화책 4권을 뺀 다음 다시 무게를 재었더니 8.12킬로그램(㎏) 이 되었습니다. 빈 상자의 무게는 몇 킬로그램(㎏)인지 구하시오.,11.48 11.48 8.12 [OP_SUB] 4 [OP_DIV] 12 [OP_MUL] [OP_SUB],1.4
길이가 11.5미터(m) 인 직선 거리 위에 6 개의 깃대를 일정한 간격으로 꽂으려고 합니다. 깃대와 깃대 사이의 거리는 몇 미터(m)로 해야 합니까?,11.5 6 1 [OP_SUB] [OP_DIV],2.3
"길이가 114센티미터(㎝)인 종이띠 위에 3센티미터(㎝) 간격으로 누름 못을 꽂으려고 합니다. 종이띠의 처음과 끝에는 반드시 누름 못을 꽂는다고 할 때, 필요한 누름 못은 모두 몇 개인지 구해 보시오.",114 3 [OP_DIV] 1 [OP_ADD],39
길이가 115미터(m) 인 기차가 1 분에 400미터(m) 를 달린다고 합니다. 이 기차가 같은 빠르기로 길이가 1.625킬로미터(㎞) 인 다리를 완전히 통과하려면 몇 분이 걸리겠습니까?,115 1.625 1000 [OP_MUL] [OP_ADD] 400 [OP_DIV],4.35
"예리네 학교 전체 학생 수는 5학년 학생 수의 8배보다 32명 더 적고 5학년 남학생은 5학년 여학생보다 10명 더 많습니다. 예리네 학교 전체 학생 수가 1152명일 때, 5학년 여학생은 몇 명입니까?",1152 32 [OP_ADD] 8 [OP_DIV] 10 [OP_SUB] 2 [OP_DIV],69
12 초과인 자연수 중에서 가장 작은 수는 얼마인지 구하시오,12 1 [OP_ADD] 999 1 [OP_LIST_ARANGE] 1 [OP_LIST_MIN],13
도로의 한쪽에 처음부터 끝까지 12개의 가로등이 8미터(m) 간격으로 세워져 있습니다. 이 도로의 길이는 몇 미터(m)인지 구해 보시오.,12 1 [OP_SUB] 8 [OP_MUL],88
연필 13타 중에서 23자루를 남기고 11명에게 똑같이 나누어 주려고 합니다. 한 사람에게 몇 자루씩 주면 됩니까?,13 12 [OP_MUL] 23 [OP_SUB] 11 [OP_DIV],11
진서의 한 뼘의 길이는 약 12센티미터(㎝)입니다. 진서가 책꽂이의 짧은 쪽의 길이를 재었더니 뼘으로 2번이었습니다. 책꽂이의 짧은 쪽의 길이는 약 몇 센티미터(㎝)입니까?,12 2 [OP_MUL],24
"둘레가 200미터(m)인 운동장 트랙을 따라 20미터(m) 간격으로 깃발을 꽂으려고 합니다. 준비된 깃발이 12개라면, 깃발은 몇 개 남습니까? 또, 부족하다면 몇 개 부족합니까?",12 200 20 [OP_DIV] [OP_SUB],2
진우는 케이크를 똑같이 3조각으로 나누어 한 조각을 먹었습니다. 아름이는 같은 크기의 케이크를 똑같이 12조각으로 나누었습니다. 진우와 같은 양을 먹으려면 아름이는 몇 조각을 먹어야 합니까?,12 3 [OP_DIV],4
"준영이는 연필 11타를 가지고 있습니다. 이 중에서 4타를 태수에게 주고, 9자루를 종수에게 주었습니다. 준영이에게 남아 있는 연필은 몇 자루 입니까?",11 4 [OP_SUB] 12 [OP_MUL] 9 [OP_SUB],75
12리터(ℓ) 400밀리리터(㎖)의 기름이 있습니다. 이것을 큰 병에는 작은 병보다 2리터(ℓ) 600밀리리터(㎖) 많게 나누어 담으려고 합니다. 큰 병에는 몇 리터(ℓ)를 담게 됩니까?,12 400 1000 [OP_DIV] [OP_ADD] 2 600 1000 [OP_DIV] [OP_ADD] [OP_SUB] 2 [OP_DIV] 2 600 1000 [OP_DIV] [OP_ADD] [OP_ADD],7.5
"(가) 통에 석유 12리터(ℓ) 400밀리리터(㎖), (나) 통에 석유 7600밀리리터(㎖)가 들어 있습니다. (가) 통과 (나) 통에 들어 있는 석유의 양이 같아지려면 (가) 통에서 (나) 통으로 몇 리터(ℓ)를 옮기면 됩니까?",12 400 1000 [OP_DIV] [OP_ADD] 7600 1000 [OP_DIV] [OP_SUB] 2 [OP_DIV],2.4
"10원짜리, 50원짜리, 100원짜리 동전이 모두 12개 있습니다. 총 금액을 조사하였더니 500원이었습니다. 10원짜리와 50원짜리의 개수는 같다고 할 때, 100원짜리 동전의 개수는 몇 개입니까?",12 500 100 12 [OP_MUL] [OP_SUB] 10 50 [OP_ADD] 100 2 [OP_MUL] [OP_SUB] [OP_DIV] 2 [OP_MUL] [OP_SUB],2
12 부터 53 까지의 자연수의 평균은 얼마입니까?,12 53 1 [OP_LIST_ARANGE] [OP_LIST_MEAN],32.5
사과를 한 상자에 12개씩 담으면 55상자가 됩니다. 이 사과를 한 상자에 15개씩 담으면 몇 상자가 될까요?,12 55 [OP_MUL] 15 [OP_DIV] 1 [OP_CEIL],44
"어떤 수의 7배에서 6을 뺀 수는 어떤 수의 4배보다 12만큼 클 때, 어떤 수를 구하시오.",12 6 [OP_ADD] 7 4 [OP_SUB] [OP_DIV],6
"홍구네 아파트 단지에는 12층짜리 건물이 6동 있습니다. 이 건물 중 절반은 한 층에 3가구씩 살고 있고, 나머지는 한 층에 4가구씩 살고 있습니다. 한 가구에 소화기가 1개씩 비치되어 있다고 할 때 홍구네 아파트 단지에 비치되어 있는 소화기는 모두 몇 개인지 구해 보시오.",12 6 [OP_MUL] 2 [OP_DIV] 3 [OP_MUL] 12 6 [OP_MUL] 2 [OP_DIV] 4 [OP_MUL] [OP_ADD] 1 [OP_MUL],252
연필 한 타는 12자루입니다. 연필 6타를 8명에게 남김없이 나누어 주려면 한 사람에게 몇 자루씩 주어야 합니까?,12 6 [OP_MUL] 8 [OP_FDIV],9
색 도화지 98장을 12명의 학생에게 똑같이 나누어 주려고 하였더니 몇 장이 모자랐습니다. 색 도화지를 남김없이 똑같이 나누어 주기 위해 색 도화지를 더 사려고 합니다. 색 도화지 한 장이 450원이라면 적어도 얼마가 필요합니까?,12 98 12 [OP_MOD] [OP_SUB] 450 [OP_MUL],4500
"떨어진 높이의 1/4만큼 튀어오르는 공을 12.8미터(m) 의 높이에서 떨어뜨렸을 때, 세 번째로 튀어오른 높이는 몇 센티미터(㎝) 가 되겠습니까?",12.8 1/4 3 [OP_POW] [OP_MUL] 100 [OP_MUL],20
"냉장고에 주스가 있었습니다. 이 중에서 아버지가 전체의 1/6을 마시고, 나머지 2/5를 어머니가 마셨습니다. 아버지와 어머니가 마시고 남은 주스의 2/3을 효근이가 마시고 난 후, 남은 주스의 양이 120밀리리터(㎖)였다면 처음에 냉장고에 있었던 주스의 양은 몇 밀리리터(㎖)입니까?",120 1 1/6 [OP_SUB] [OP_DIV] 1 2/5 [OP_SUB] [OP_DIV] 1 2/3 [OP_SUB] [OP_DIV],720
미국 돈 1 달러는 우리나라 돈으로 1178.2 원입니 다. 우리나라 돈 120 만 원을 미국 돈 1000 달러와 10 달러짜리로 바꾸려고 합니다. 1000 달러짜리를 될 수 있는 대로 많이 바꾼다면 10 달러짜리는 몇 장으로 바꿀 수 있습니까?,120 10000 [OP_MUL] 1178.2 1000 [OP_MUL] [OP_MOD] 1178.2 10 [OP_MUL] [OP_FDIV],1
서윤이네 집에서 할머니 댁까지 가는 데 한 시간에 120 킬로미터(㎞)를 가는 기차로 2시간 동안 갔더니 할머니 댁까지 남은 거리가 2.4 킬로미터(㎞)였습니다. 서윤이네 집에서 할머니 댁까지 일정한 빠르기로 가는 자동차로 3시간이 걸렸다면 자동차는 한 시간 동안 몇 킬로미터(㎞)를 간 것입니까?,120 2 [OP_MUL] 2.4 [OP_ADD] 3 [OP_DIV],80.8
"어떤 엘리베이터가 지상 120미터(m)에서 출발하여, 한 번도 멈추지 않고 초속 4미터(m)의 속도로 내려올 때, 출발한 지 몇 초 후에 지상 20미터(m)가 되는지 구하시오.",120 20 [OP_SUB] 4 [OP_DIV],25
"어떤 엘리베이터가 지상 120미터(m)에서 출발하여, 한 번도 멈추지 않고 초속 4미터(m)의 속도로 내려올 때, 출발한 지 20초 후 엘리베이터의 높이는 지상 몇 미터(m)인지 구하시오.",120 4 20 [OP_MUL] [OP_SUB],40
"하이브리드 자동차는 두 종류 이상의 동력 장치를 가진 자동차입니다. 재호네 가족은 하이브리드 자동차를 타고 집에서 120킬로미터(㎞) 떨어진 이모 댁에 1시간 50분 만에 도착했습니다. 처음에는 전기만 사용하여 달렸고, 나중에는 1시간 10분 동안 휘발유만 사용하여 달렸습니다. 이 자동차는 40.8킬로미터(㎞)를 가는데 6리터(ℓ)의 휘발유가 필요하고 재호네 가족이 이모 댁에 가는 데 휘발유를 14리터(ℓ) 사용했다면, 이 자동차가 전기를 사용하여 1분 동안 달린 거리는 몇 킬로미터(㎞)입니까?",120 40.8 6 [OP_DIV] 14 [OP_MUL] [OP_SUB] 1 60 [OP_MUL] 50 [OP_ADD] 1 60 [OP_MUL] 10 [OP_ADD] [OP_SUB] [OP_DIV],0.62
어느 철물점에서 철사를 0.1미터(m)에 200원씩 판매합니다. 1200원으로는 몇 미터(m)의 철사를 살 수 있습니까?,1200 200 [OP_DIV] 0.1 [OP_MUL],0.6
어느 문구점에서 물건을 판매할 때 8000원어치를 사면 1200원을 할인해 준다고 합니다. 이 문구점에서 15000원어치 물건을 사면 얼마를 할인받습니까?,1200 8000 [OP_DIV] 15000 [OP_MUL],2250
"현재 민주의 저금통에는 12000원, 시우의 저금통에는 4000원이 들어 있다. 내일부터 민주는 매일 300원씩, 시우는 매일 500원씩 저금통에 넣는다면 민주와 시우의 저금통에 들어 있는 금액이 같아지는 것은 며칠 후인가?",12000 4000 [OP_SUB] 500 300 [OP_SUB] [OP_DIV],40
똑같은 연필 2 타의 무게는 122.4그램(g) 이라고 합니다. 연필 6 자루의 무게는 몇 그램(g)입니까?,122.4 2 12 [OP_MUL] [OP_DIV] 6 [OP_MUL],30.6
"과일 가게에 사과가 1238개, 배는 사과보다 374개 더 많이 있었습니다. 이 중에서 사과 몇 개가 팔리고, 배 276개를 사들였더니 사과와 배를 합하여 2527개가 되었습니다. 팔린 사과는 몇 개입니까?",1238 2527 1238 374 [OP_ADD] 276 [OP_ADD] [OP_SUB] [OP_SUB],599
"석기는 가진 돈의 절반으로 학용품을 사고, 남은 돈의 절반으로 과자를 샀습니다. 남은 돈이 1250원이었다면, 처음에 석기가 가지고 있었던 돈은 얼마입니까?",1250 2 [OP_MUL] 2 [OP_MUL],5000
"지난 일요일 어느 공원에 방문한 사람은 1260명입니다. 그중에서 7/18은 남자이고, 여자 중 6/11은 학생이었습니다. 공원에 방문한 여학생은 몇 명인지 구하시오.",1260 1 7/18 [OP_SUB] [OP_MUL] 6/11 [OP_MUL],420
보트를 한 번 운행할 때 30명이 탑승할 수 있습니다. 학생 1284명이 모두 한 번씩 타 보려면 보트는 적어도 몇 번 운행해야 합니까?,1284 30 [OP_DIV] 1 [OP_CEIL],43
"올해 민수와 어머니의 나이의 차는 28살이고, 13년 후에는 어머니의 나이가 민수의 나이의 2배가 된다고 한다. 올해 민수의 나이를 구하시오.",13 28 13 [OP_SUB] 2 [OP_MUL] [OP_ADD] 2 1 [OP_SUB] [OP_DIV] 28 [OP_SUB],15
"무게가 220그램(g)인 작은 상자에 사과를 각각 6개 넣은 후 이 작은 상자 9개를 무게가 250그램(g)인 큰 상자에 넣었더니 13.3킬로그램(㎏)이 되었습니다. 사과 한 개의 무게는 몇 그램(g)입니까? (단, 각각의 사과 무게는 같습니다.)",13.3 1000 [OP_MUL] 250 [OP_SUB] 220 9 [OP_MUL] [OP_SUB] 6 9 [OP_MUL] [OP_DIV],205
"마법 주머니가 있습니다. 빨간 주머니에 들어갔다 나오면 길이가 10배가 되고, 파란 주머니에 들어갔다 나오면 길이가 들어가기 전 길이의 1/100 이 됩니다. 연우는 13.5센티미터(㎝)인 수수깡을 빨간 주머니에 3번, 파란 주머니에 2번 들어갔다 나오게 했습니다. 지금 연우의 수수깡은 몇 센티미터(㎝)입니까?",13.5 10 3 [OP_POW] [OP_MUL] 1/100 2 [OP_POW] [OP_MUL],1.35
"양동이에 담겨 있는 13/4리터(ℓ)의 물 중에서 12/5리터(ℓ)를 청소하는 데 사용하고, 11/6리터(ℓ)만큼의 물을 양동이에 다시 채웠습니다. 양동이에 남은 물은 몇 리터(ℓ)인지 구하시오.",13/4 12/5 [OP_SUB] 11/6 [OP_ADD],2.68
"승찬이가 동화책을 어제까지 전체의 0.2 만큼 읽었고, 오늘은 어제까지 읽고 남은 부분의 0.35 만큼 읽었더니 130 쪽이 남았습니다. 승찬이가 읽고 있는 동화책은 모두 몇 쪽인지 구하시오",130 1 0.35 [OP_SUB] [OP_DIV] 1 0.2 [OP_SUB] [OP_DIV],250
재웅이 아버지는 매일 130번씩 윗몸일으키기를 하고 있습니다. 2주일 동안 윗몸일으키기를 모두 몇 번 할까요?,130 7 [OP_MUL] 2 [OP_MUL],1820
"한 자루에 1000원짜리 연필과 한 자루에 1300원짜리 볼펜을 합하여 12자루를 사고 15000원을 지불하였다. 연필은 몇 자루를 샀는지 구하시오. (단, 거스름돈은 받지 않았다.)",1300 12 [OP_MUL] 15000 [OP_SUB] 1300 1000 [OP_SUB] [OP_DIV],2
수영이네 학교에 올해 입학한 1학년 학생 134명에게 사탕 목걸이를 만들어 주려고 합니다. 사탕 목걸이 한 개에 사탕이 7개씩 필요합니다. 한 봉지에 28개씩 들어있는 사탕을 적어도 몇 봉지 사야 합니까?,134 7 [OP_MUL] 28 [OP_DIV] 1 [OP_CEIL],34
한솔이의 키는 134.5 센티미터(㎝) 입니다. 한초의 키가 한솔이의 키의 1.06 배라면 한초의 키는 몇 센티미터(㎝) 입니까?,134.5 1.06 [OP_MUL],142.57
물 135.1리터(ℓ) 가 있습니다. 이것을 7리터(ℓ) 들이 물통에 가득 나누어 담는다면 가득 담을 수 있는 물통은 몇 개입니까?,135.1 7 [OP_FDIV],19
동환이는 사탕 138개를 한 봉지에 18개씩 담아 포장하고 남은 것을 먹었습니다. 동환이가 먹은 사탕은 몇 개일까요?,138 18 [OP_MOD],12
14.23÷4.7 의 몫을 반올림하여 소수 둘째 자리까지 구하시오.,14.23 4.7 [OP_DIV] 2 [OP_ROUND],3.03
"긴 막대의 길이가 14/15미터(m)이고, 짧은 막대의 길이는 긴 막대의 길이보다 1/10미터(m) 더 짧습니다. 이때 두 막대의 길이의 합은 몇 미터(m)인지 구하시오.",14/15 2 [OP_MUL] 1/10 [OP_SUB],53/30
일정한 빠르기로 3분 동안 15리터(ℓ)의 물이 나오는 수도로 들이가 140리터(ℓ)인 욕조에 물을 가득 채우려고 합니다. 몇 분 동안 물을 받아야 합니까?,140 15 3 [OP_DIV] [OP_DIV],28
"승주가 소설책을 어제는 전체의 3/10을 읽었고, 오늘은 전체의 4/10를 읽었습니다. 어제와 오늘 읽은 소설책의 쪽수가 140쪽이라면 승주가 읽은 소설책의 전체 쪽수는 몇 쪽인지 구해 보시오.",140 3/10 4/10 [OP_ADD] [OP_DIV],200
병에 물이 가득 들어있었습니다. 유승이는 병에 들어있는 물의 2/5를 마시고 병의 무게를 재어 보니 144그램(g)이었습니다. 잠시 후 한솔이가 남은 물의 2/3을 마시고 다시 병의 무게를 재어 보니 96그램(g)이었습니다. 모든 물을 마시고 병만의 무게를 재면 몇 그램(g)이 되겠습니까?,144 144 96 [OP_SUB] 1 2/5 [OP_SUB] [OP_DIV] 2/3 [OP_DIV] 1 2/5 [OP_SUB] [OP_MUL] [OP_SUB],72
"연주네 분단 11명의 키의 평균은 145.7센티미터(㎝)이다. 그런데 2명의 키가 똑같이 142.1센티미터(㎝)라고 할 때, 나머지 학생의 키의 평균을 구하여라.",145.7 11 [OP_MUL] 142.1 2 [OP_MUL] [OP_SUB] 11 2 [OP_SUB] [OP_DIV],146.5
"은지의 몸무게는 145/4킬로그램(㎏)이고, 준수는 은지보다 47/10킬로그램(㎏) 더 가볍습니다. 준수의 몸무게는 몇 킬로그램(㎏)입니까?",145/4 47/10 [OP_SUB],631/20
15 초과 40 미만인 자연수 중에서 3 으로 나누어 떨어지는 수는 모두 몇 개입니까?,15 1 [OP_ADD] 40 1 [OP_SUB] 1 [OP_LIST_ARANGE] 3 [OP_LIST_DIVISIBLE] [OP_LIST_LEN],8
15 명 초과 30 명 이하의 사람이 타야 출발하는 유람선이 있습니다. 지금 유람선에 타고 있는 사람이 9 명이라면 적어도 몇 명이 더 타야 출발할 수 있는지 구하시오.,15 1 [OP_ADD] 9 [OP_SUB],7
도로의 한쪽에 처음부터 끝까지 15그루의 가로수가 6미터(m) 간격으로 심어져 있습니다. 이 도로의 길이는 몇 미터(m)인지 구해 보시오.,15 1 [OP_SUB] 6 [OP_MUL],84
떨어뜨린 높이의 1/10만큼씩 튀어 오르는 공이 있습니다. 이 공을 15미터(m) 높이에서 떨어뜨렸다면 세 번째로 튀어 오른 공의 높이를 소수 둘째자리에서 반올림하면 몇 미터(m)인지 구하시오.,15 1/10 3 [OP_POW] [OP_MUL] 2 [OP_ROUND],0.02
15리터(ℓ) 들이의 그릇에 7리터(ℓ) 200밀리리터(㎖)의 물이 들어있습니다. 이 그릇에 물을 가득 채우려면 600밀리리터(㎖) 그릇으로 최소한 몇 번 부어야 합니까?,15 1000 [OP_MUL] 7 1000 [OP_MUL] 200 [OP_ADD] [OP_SUB] 600 [OP_DIV] 1 [OP_CEIL],13
"근배는 줄넘기를 첫째 날에는 15번을 하고, 둘째 날에는 첫째 날의 2배, 셋째 날에는 둘째 날의 2배를 하기로 했습니다. 근배가 같은 방법으로 줄넘기를 한다면 넷째 날에는 모두 몇 번 해야 하는지 구해보시오.",15 2 4 1 [OP_SUB] [OP_POW] [OP_MUL],120
유정이는 피자를 똑같이 3조각으로 나누어 한 조각을 먹었습니다. 민우는 같은 크기의 피자를 똑같이 15조각으로 나누었습니다. 유정이와 같은 양을 먹으려면 민우는 몇 조각을 먹어야 합니까?,15 3 [OP_DIV],5
민이네 학교 3학년 학생이 현장 체험 학습을가려고 15인승 버스 18대에 나누어 탔습니다.버스마다 3자리씩 비어 있다면 민이네 학교 3학년 학생은 모두 몇 명입니까?,15 3 [OP_SUB] 18 [OP_MUL],216
구슬 328개를 15명의 학생에게 똑같이 나누어 주려고 하였더니 몇 개가 모자랐습니다. 구슬을 남김없이 똑같이 나누어 주려면 구슬은 적어도 몇 개 더 필요한지 구해 보시오.,15 328 15 [OP_MOD] [OP_SUB],2
"어떤 두 수의 차는 15이고, 큰 수의 2배와 작은 수의 합은 66이다. 두 수의 합을 구하시오.",15 66 [OP_ADD] 1 2 [OP_ADD] [OP_DIV] 15 66 [OP_ADD] 1 2 [OP_ADD] [OP_DIV] 15 [OP_SUB] [OP_ADD],39
"주아네 아파트 단지에는 15층짜리 건물이 8동 있습니다. 이 건물 중 절반은 한 층에 4가구씩 살고 있고, 나머지는 한 층에 5가구씩 살고 있습니다. 한 가구에 비상 손전등이 2개씩 설치되어 있다고 할 때 주아네 아파트 단지에 설치되어 있는 비상 손전등은 모두 몇 개인지 구해 보시오.",15 8 [OP_MUL] 2 [OP_DIV] 4 [OP_MUL] 15 8 [OP_MUL] 2 [OP_DIV] 5 [OP_MUL] [OP_ADD] 2 [OP_MUL],1080
